ts,basis_bps,close,day_of_week_cos,day_of_week_sin,depth10_ask_usd,depth10_bid_usd,funding_rate,funding_rate_twap_60m,high,index_price,low,mark_price,mid,minute_of_day_cos,minute_of_day_sin,ofi_10s,ofi_1s,ofi_30s,ofi_5s,oi_zscore_24h,open,realized_vol_240m,realized_vol_60m,spread,spread_bps,symbol,volume,view_id,feat_missing_basis_bps,feat_missing_close,feat_missing_day_of_week_cos,feat_missing_day_of_week_sin,feat_missing_depth10_ask_usd,feat_missing_depth10_bid_usd,feat_missing_funding_rate,feat_missing_funding_rate_twap_60m,feat_missing_high,feat_missing_index_price,feat_missing_low,feat_missing_mark_price,feat_missing_mid,feat_missing_minute_of_day_cos,feat_missing_minute_of_day_sin,feat_missing_ofi_10s,feat_missing_ofi_1s,feat_missing_ofi_30s,feat_missing_ofi_5s,feat_missing_oi_zscore_24h,feat_missing_open,feat_missing_realized_vol_240m,feat_missing_realized_vol_60m,feat_missing_spread,feat_missing_spread_bps,feat_missing_volume
2025-12-11 13:35:30+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89181.85,0.0,89181.85,89181.85,0.0,0.0,8.453999999999992,-0.8600000000000004,8.559,-13.401000000000002,0.0,0.0,0.0,0.0,0.09999999999126885,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:35:40+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89219.95,0.0,89219.95,89219.95,0.0,0.0,9.268000000000008,0.3399999999999997,8.22700000000001,1.0510000000000042,0.0,0.0,0.0,0.0,0.10000000000582077,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:35:50+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89224.95,0.0,89224.95,89224.95,0.0,0.0,0.988,-0.3540000000000001,-5.065999999999994,-4.424000000000001,0.0,0.0,0.0,0.0,0.10000000000582077,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:36:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89194.05,0.0,89194.05,89194.05,0.0,0.0,-2.5580000000000003,-2.6270000000000002,11.003999999999994,-0.4379999999999995,0.0,0.0,0.0,0.0,0.10000000000582077,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:36:10+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89183.65,0.0,89183.65,89183.65,0.0,0.0,-6.108999999999998,1.9299999999999997,-4.305,-1.6689999999999972,0.0,0.0,0.0,0.0,0.09999999999126885,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:36:20+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89187.25,0.0,89187.25,89187.25,0.0,0.0,-10.413000000000006,-0.003999999999999683,-2.634999999999999,0.35700000000000237,0.0,0.0,0.0,0.0,0.10000000000582077,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:36:30+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89180.95,0.0,89180.95,89180.95,0.0,0.0,2.981000000000003,-0.014999999999999677,-3.595999999999997,-1.4229999999999996,0.0,0.0,0.0,0.0,0.10000000000582077,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:36:40+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89158.05,0.0,89158.05,89158.05,0.0,0.0,2.647999999999997,4.899,6.780000000000004,7.919,0.0,0.0,0.0,0.0,0.10000000000582077,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:36:50+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89150.85,0.0,89150.85,89150.85,0.0,0.0,12.633,0.7409999999999989,15.121000000000002,14.348999999999997,0.0,0.0,0.0,0.0,0.09999999999126885,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
2025-12-11 13:37:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89153.75,0.0,89153.75,89153.75,0.0,0.0,4.796999999999996,-0.10599999999999987,-1.3680000000000012,4.140999999999997,0.0,0.0,0.0,0.0,0.10000000000582077,0.0,BTCUSDT,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
